0,1
0,4
1,8
2,16
3,32
4,64
5,128
6,256
7,512
8,1024
9,2048
10,4096
11,8192
12,16384
13,16384
14,16384
15,16384
16,16384
17,16384
18,16384
19,16384
20,16384
21,16384
22,16384
23,16384
24,16384
25,16384
26,16384
27,16384
28,16384
29,16384
30,16384
31,16384
32,16384
33,16384
34,16384
35,16384
36,16384
37,16384
38,16384
39,16384
40,16384
41,16384
42,16384
43,16384
44,16384
45,16384
46,16384
47,16384
48,16384
49,16384
50,16384
51,16384
52,16384
53,16384
54,16384
55,16384
56,16384
57,16384
58,16384
59,16384
60,16384
61,16384
62,16384
63,16384
64,16384
65,16384
66,16384
67,16384
68,16384
69,16384
70,16384
71,16384
72,16384
73,16384
74,16384
75,16384
76,16384
77,16384
78,16384
79,16384
80,16384
81,16384
82,16384
83,16384
84,16384
85,16384
86,16384
87,16384
88,16384
89,16384
90,16384
91,16384
92,16384
93,16384
94,16384
95,16384
96,16384
97,16384
98,16384
99,16384
100,16384
101,16384
102,16384
103,16384
104,16384
105,16384
106,16384
107,16384
108,16384
109,16384
110,16384
111,16384
112,16384
113,16384
114,16384
115,16384
116,16384
117,16384
118,16384
119,16384
120,16384
121,16384
122,16384
123,16384
124,16384
125,16384
126,16384
127,16384
128,16384
129,16384
130,16384
131,16384
132,16384
133,16384
134,16384
135,16384
136,16384
137,16384
138,16384
139,16384
140,16384
141,16384
142,16384
143,16384
144,16384
145,16384
146,16384
147,16384
148,16384
149,16384
150,16384
151,16384
152,16384
153,16384
154,16384
155,16384
156,16384
157,16384
158,16384
159,16384
160,16384
161,16384
162,16384
163,16384
164,16384
165,16384
166,16384
167,16384
168,16384
169,16384
170,16384
171,16384
172,16384
173,16384
174,16384
175,16384
176,16384
177,16384
178,16384
179,16384
180,16384
181,16384
182,16384
183,16384
184,16384
185,16384
186,16384
187,16384
188,16384
189,16384
190,16384
191,16384
192,16384
193,16384
194,16384
195,16384
196,16384
197,16384
198,16384
199,16384
200,16384
201,16384
202,16384
203,16384
204,16384
205,16384
206,16384
207,16384
208,16384
209,16384
210,16384
211,16384
212,16384
213,16384
214,16384
215,16384
216,16384
217,16384
218,16384
219,16384
220,16384
221,16384
222,16384
223,16384
224,16384
225,16384
226,16384
227,16384
228,16384
229,16384
230,16384
231,16384
232,16384
233,16384
234,16384
235,16384
236,16384
237,16384
238,16384
239,16384
240,16384
241,16384
242,16384
243,16384
244,16384
245,16384
246,16384
247,16384
248,16384
249,16384
250,16384
251,16384
252,16384
253,16384
254,16384
255,16384
256,16384
257,16384
258,16384
259,16384
260,16384
261,16384
262,16384
263,16384
264,16384
265,16384
266,16384
267,16384
268,16384
269,16384
270,16384
271,16384
272,16384
273,16384
274,16384
275,16384
276,16384
277,16384
278,16384
279,16384
280,16384
281,16384
282,16384
283,16384
284,16384
285,16384
286,16384
287,16384
288,16384
289,16384
290,16384
291,16384
292,16384
293,16384
294,16384
295,16384
296,16384
297,16384
298,16384
299,16384
